,Security_Hash_Key,Effective_From_Date,Effective_To_Date,Hash_Diff_Effectivity,Is_Current,Is_Valid,dealDate,trancheBusinessKey,Pricing_currentLevel_type,bookState,hedgeBookState,timing,bookCloseLDN,bookCloseCET,Issuer_Hash_Key,name,issuerType,bondRatingType,countryName,issuerBusinessKey,lei,Moodys_Rating,SP_Rating,Fitch_Rating,currencyCode,expectedSize,actualSize,minimumDenomination,securities_isin,securityName,securityType,maturityTerm,maturityDate,coupon,seniority_name_1,seniority_name_1_adj,seniority_name_2,esgType,legalGoverningLaw_name_1,registrationType,referenceType,referenceName,index,referenceIsin,ipt,ipt_reference,ipt_price_down,ipt_price_up,ipt_equivalent,guidance,guidance_reference,guidance_price_down,guidance_price_up,guidance_equivalent,launch,launchValue,reoffer,reofferValue,reofferPrice,yieldToMaturity,status,moodys,sp,fitch,COUNTRY_ISO_CODE,ticker,ID_BB_Company,Ultimate_Obligor_ID,AFI_Commentary,AFI_Identifier_Obligor,Update_Date_Obligor,Coverage_Status_Obligor,Covered_By_Obligor,AGI_Financial_Obligor,Coverage_Status_Final_Company,Coverage_Status_Final_Company_Source,Coverage_Status_Final_Obligor,Coverage_Status_Final_Obligor_Source,finScore_upload_date,finScore_AFIIdentifier,Overall_Score,Financial_Score,Business_Score,Event_Score,Country_Ceiling,Risk_Cluster,ESG_Score,ECB_Demand,Industry_Group,Industry_Sector,frequency,paymentType,coupon_frequency,duration
1397,186bbc5387c3e4b67ca4c6adadc7be71a3ed7fdf,2018-09-05 13:19:30.865449,9999-12-31 23:59:59.999999,bb99724c81992bdc756e94b28fcd0eca4d68751b,1,1,2018-09-05,IPREO|43807,Reoffer,Final,Books Closed,,,,b597dc7591f59178009d7d709ea5f938bfd84ec4,Compagnie Generale des Etablissements Michelin SCA,Corporate,Investment Grade,France,IPREO|624185,549300SOSI58J6VIW052,NR,A-,A-,EUR,,1000000000,100000,FR0013357852,12YR,Bond (standard),12.0,2030-09-03 02:00:00.000000,1.75,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+90-95bps,MS,90.0,95.0,,Guidance ms+75a (+/-2 WPIR),MS,75.0,75.0,+/-2 WPIR,MSW + 73 bps,73.0,MSW + 73 bps,73.0,99.262,1.819,Priced,A3,A-,,FR,MLFP,115439,115439.0,investable,CG00094,2020-01-02 18:41:10.060,ok,RR,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00094,7.000333,7.0425,7.331666,-0.1,8.33,c_good,7.0,medium,Auto Parts&Equipment,"Consumer, Cyclical",Annually,Fixed (FXD),1,10.927491807973515
2843,7783f965ae9fbef50a47972a0d732923d6483120,2018-09-05 15:59:17.860882,9999-12-31 23:59:59.999999,2388b77d84f193474ddf0149e43c26f5aa5be64f,1,1,2018-09-05,IPREO|43840,Reoffer,Final,Books Closed,"Books open, today's business",,,ea1bb72c52ddb9d946be323a7af1b374ad9aedfb,Aareal Bank AG,Financials,Investment Grade,Germany,IPREO|251308,EZKODONU5TYHW4PP1R34,A3,BBB+,,EUR,,500000000,1000,DE000AAR0223,Aareal Bank AG,Bond (standard),5.0,2023-07-31 02:00:00.000000,0.125,Senior,Sr Unsecured,,,German,Reg S,Mid Swaps,Mid Swaps,,,,,,,,MS-8bps area,MS,-8.0,-8.0,,MSW - 9 bps,-9.0,MSW - 9 bps,-9.0,99.767,0.173,Priced,Aaa,,,DE,AARB,180796,180796.0,investable,BA00069,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Diversified Finan Serv,Financial,Annually,Fixed (FXD),1,4.987531181777088
2000,0a9fafbe484770d7fde79b7daf1501bc0a13968c,2018-09-05 13:19:30.865449,9999-12-31 23:59:59.999999,6b0c9d2844ed8eb512424c847dcbd2793ebc7a44,1,1,2018-09-05,IPREO|43806,Reoffer,Final,Books Closed,,,,b597dc7591f59178009d7d709ea5f938bfd84ec4,Compagnie Generale des Etablissements Michelin SCA,Corporate,Investment Grade,France,IPREO|624185,549300SOSI58J6VIW052,NR,A-,A-,EUR,,750000000,100000,FR0013357845,7YR,Bond (standard),7.0,2025-09-03 02:00:00.000000,0.875,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+60-65bps,MS,60.0,65.0,,ms+45a (+/-2 WPIR),MS,45.0,45.0,+/-2 WPIR,MSW + 43 bps,43.0,MSW + 43 bps,43.0,99.099,1.009,Priced,A3,A-,,FR,MLFP,115439,115439.0,investable,CG00094,2020-01-02 18:41:10.060,ok,RR,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00094,7.000333,7.0425,7.331666,-0.1,8.33,c_good,7.0,medium,Auto Parts&Equipment,"Consumer, Cyclical",Annually,Fixed (FXD),1,6.820454543675552
2060,f5b12dd72e726dbb0e4b8d38944890bed2e29b37,2018-09-05 08:44:25.733139,9999-12-31 23:59:59.999999,60d8c85f835816e94f01b23dc80a3eee37e002da,1,1,2018-09-05,IPREO|43845,Reoffer,Allocated,Books Closed,"Books open, today's business",,,b12255269b906ca0a59b1f958ecf6ec6ae6d9a65,Investor AB,Corporate,Investment Grade,Sweden,IPREO|10205,549300VEBQPHRZBKUX38,Aa3,AA-,,EUR,500,500000000,100000,XS1877654126,12yrs,Bond (standard),12.0,2030-09-12 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+60-65bp,MS,60.0,65.0,,,,,,,MSW + 47 bps,47.0,MSW + 47 bps,47.0,99.782,1.52,Priced,Aa3,AA-,,SE,INVSA,115829,115829.0,investable,FINSER00001,29.12.2020 14:20,ok,AL,FINSER,covered_ok,GSUniverse,covered_ok,GSUniverse,,,,,,,,,,,Investment Companies,Financial,Annually,Fixed (FXD),1,11.07111778507826
997,99d2c4cdc5039c09774a65d5793feb74c421d655,2018-09-05 13:20:40.814458,9999-12-31 23:59:59.999999,8291b3faa17a8e801dc6cced1e0ccd284f0c2611,1,1,2018-09-05,IPREO|43844,Reoffer,Final,Books Open,,,,6eab0b883a0ab9dec33ac0bad4ec78640acf9163,Telefonica Emisiones S.A.U.,Corporate,Investment Grade,Spain,IPREO|355301,549300Y5MFC4SW5Z3K71,Baa3,BBB-,BBB,EUR,,1000000000,100000,XS1877846110,Telefonica € 7yr ,Bond (standard),7.0,2025-09-11 02:00:00.000000,1.495,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+115bps area,MS,115.0,115.0,,MS+95/100bps WPIR,MS,95.0,100.0,,MSW + 95 bps,95.0,MSW + 95 bps,95.0,100.0,1.495,Priced,Baa3,BBB,BBB,ES,TELEFO,9455620,101450.0,investable,TEL00024,29.01.2020 15:35,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00024,6.142107,5.9518,7.403333,-0.1,7.33,P_moderate,11.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,6.698157380198962
1026,6b5ec020a3086b050d1e84f85da75637b8c82125,2018-09-05 13:06:59.080302,9999-12-31 23:59:59.999999,11539d8f1120a6b606ad0bce48f0068bb12b861a,1,1,2018-09-05,IPREO|43865,Reoffer,Final,Books Closed,"Books open, today's business",,,420ee5f5d2ab24ebab23cd3917c0e47aa010b56f,Tieto Oyj,Corporate,Investment Grade,Finland,IPREO|236104,549300EW2KM4KROKQV31,,NR,,EUR,100,100000000,100000,FI4000348982,6y,Bond (standard),6.0,2024-09-12 02:00:00.000000,1.375,Senior,Sr Unsecured,,,Finnish,Reg S,Mid Swaps,Mid Swaps,,,MS + 115-125bps,MS,115.0,125.0,,,,,,,MSW + 105 bps,105.0,MSW + 105 bps,105.0,99.424,1.476,Priced,NR,NR,NR,FI,TIEVFH,125359,125359.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,,,Computers,Technology,Annually,Fixed (FXD),1,5.800189617639406
2520,ba1c5ad49c178630d5fcd860cbd63a4124a896ed,2018-09-05 08:34:20.357324,9999-12-31 23:59:59.999999,858826fb924749b76779e459bfbbb9c554e4092c,1,1,2018-09-05,IPREO|43818,Reoffer,Final,Books Closed,,,,bc3d5233c332155f44e33a9b3ea04d7bfea486d5,Societe Generale SFH,Financials,Investment Grade,France,IPREO|722760,969500KN90DZLHUN3566,Aaa,,AAA,EUR,,750000000,100000,FR0013358496,5Y EUR CB,Covered Bond,5.0,2023-09-11 02:00:00.000000,0.25,Secured,Secured,,,,Reg S,Mid Swaps,Mid Swaps,,,MS -2a,MS,-2.0,-2.0,,MS-5a (+/-1) WPIR,MS,-5.0,-5.0,+/-1 WPIR,MSW - 6 bps,-6.0,MSW - 6 bps,-6.0,100.0,0.25,Priced,Aaa,,AAA,FR,SOCSFH,25454614,25454614.0,investable,,,,,,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Diversified Finan Serv,Financial,Annually,Fixed (FXD),1,4.975124455304326
1775,c5367601e90e78ebe46e9bb043ee048e790a48ae,2018-09-05 13:35:06.119532,9999-12-31 23:59:59.999999,ceea664c077df13f44746fde0a538a90893d2c01,1,1,2018-09-05,IPREO|43864,Reoffer,Final,Books Closed,"Books open, today’s business",,,1815f016589917e0d67e93c3818a7b92717ee028,Suez,Corporate,Investment Grade,France,IPREO|350947,549300JQIZM6CL7POC81,Baa1,,,EUR,,500000000,100000,FR0013359254,12yr Senior Bond,Bond (standard),12.0,2030-09-17 02:00:00.000000,1.625,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,** MS+75bps area **,MS,75.0,75.0,,MS+60-65 (WPIR),MS,60.0,65.0,WPIR,MSW + 60 bps,60.0,MSW + 60 bps,60.0,99.482,1.673,Priced,A3,,,FR,VIEFP,13698504,815394.0,investable,UTL00109,18.07.2022 17:09,ok,RR,Utilities,,,covered_ok,GSUniverse,24.05.2023 06:08,UTL00109,6.28072,5.4484,8.11,0.3,7.663333,nc_moderate,7.0,medium,Water,Utilities,Annually,Fixed (FXD),1,10.998927236157495
876,06bb6ee2ae433718fc9ca7867bd95bad1b5e5c01,2018-09-05 13:19:30.865449,9999-12-31 23:59:59.999999,bf9370ce245ada5cd11f575afa2a4072f3ef9f16,1,1,2018-09-05,IPREO|43808,Reoffer,Final,Books Closed,,,,b597dc7591f59178009d7d709ea5f938bfd84ec4,Compagnie Generale des Etablissements Michelin SCA,Corporate,Investment Grade,France,IPREO|624185,549300SOSI58J6VIW052,NR,A-,A-,EUR,,750000000,100000,FR0013357860,20YR,Bond (standard),20.0,2038-09-03 01:00:00.000000,2.5,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+125bps area,MS,125.0,125.0,,MS+110#,MS,110.0,110.0,,MSW + 110 bps,110.0,MSW + 110 bps,110.0,99.363,2.541,Priced,A3,A-,,FR,MLFP,115439,115439.0,investable,CG00094,2020-01-02 18:41:10.060,ok,RR,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00094,7.000333,7.0425,7.331666,-0.1,8.33,c_good,7.0,medium,Auto Parts&Equipment,"Consumer, Cyclical",Annually,Fixed (FXD),1,15.978891342787984
1151,2f1c45982e4cacc3cfa00d71091cb91e445e8fce,2018-09-06 15:58:17.352409,9999-12-31 23:59:59.999999,87138069a54d98bece74ab0b2646ebdbe850a6ae,1,1,2018-09-06,IPREO|43879,Reoffer,Final,Books Closed,,,,ca828e461e4fb40166f0472207933dbe6ce31af9,Amadeus IT Group SA.,Corporate,Investment Grade,Spain,IPREO|414763,9598004A3FTY3TEHHN09,Baa2,BBB-,,EUR,,500000000,100000,XS1878191219,8yr FXD EUR 500m,Bond (standard),8.0,2026-09-18 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,English,Reg S TEFRA D,Mid Swaps,Mid Swaps,,,MS+100-105bps,MS,100.0,105.0,,MS+85,MS,85.0,85.0,,MSW + 85 bps,85.0,MSW + 85 bps,85.0,99.761,,Priced,Baa2,BBB,,ES,AMSSM,18686622,18686622.0,investable,TEC00005,20.02.2020 10:37,ok,RK,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEC00005,6.611146,7.01435,6.498333,-0.3,7.33,p_good,8.0,medium,Commercial Services,"Consumer, Non-cyclical",Annually,Fixed (FXD),1,7.598213956133248
1849,109af0ade6a2b6f43264ec595af8e6220cb3bb1d,2018-09-06 06:50:01.674290,9999-12-31 23:59:59.999999,0468a97a6cb0a020d98b95033f9b4ccd145bea6a,1,1,2018-09-06,IPREO|43858,Reoffer,Final,Books Closed,,,,941ab5d7c6e6b477b50f1dea39e8a834300a106f,Stedin Holding N.V.,Corporate,Investment Grade,Netherlands,IPREO|1685255,724500R5IP6TFKTNRU48,,A-,,EUR,500,500000000,100000,XS1878266326,EUR 10yr FIX,Bond (standard),10.0,2028-09-19 02:00:00.000000,1.375,Senior,Sr Unsecured,Unsecured,,Dutch,Reg S,Mid Swaps,Mid Swaps,,,MS+70a,MS,70.0,70.0,,60-65 (WPIR),,60.0,65.0,WPIR,MSW + 60 bps,60.0,MSW + 60 bps,60.0,98.838,1.501,Priced,,A-,,NL,STEDIN,7247271,7247271.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,3.0,low,Electric,Utilities,Annually,Fixed (FXD),1,9.4112030755783
1738,78013dd84d57d9e1fea50d1223d6c9620a411d90,2018-09-06 15:58:17.352409,9999-12-31 23:59:59.999999,8aa6c2c624dc535781d5d803f6d9ba498f561672,1,1,2018-09-06,IPREO|43878,Reoffer,Final,Books Closed,,,,ca828e461e4fb40166f0472207933dbe6ce31af9,Amadeus IT Group SA.,Corporate,Investment Grade,Spain,IPREO|414763,9598004A3FTY3TEHHN09,Baa2,BBB-,,EUR,,500000000,100000,XS1878191052,5yr FXD EUR 500m,Bond (standard),5.0,2023-09-18 02:00:00.000000,0.875,Senior,Sr Unsecured,Unsecured,,English,Reg S TEFRA D,Mid Swaps,Mid Swaps,,,MS+75-80bps,MS,75.0,80.0,,MS+60,MS,60.0,60.0,,MSW + 60 bps,60.0,MSW + 60 bps,60.0,99.898,,Priced,Baa2,BBB,,ES,AMSSM,18686622,18686622.0,investable,TEC00005,20.02.2020 10:37,ok,RK,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEC00005,6.611146,7.01435,6.498333,-0.3,7.33,p_good,8.0,medium,Commercial Services,"Consumer, Non-cyclical",Annually,Fixed (FXD),1,4.914008126740873
1953,8dc3f00980650d45a3c891fdff6b65e3360ae73c,2018-09-07 10:15:44.848832,9999-12-31 23:59:59.999999,db0f7eb74b9f80f3aade9f055fa7352ef6bf8dc6,1,1,2018-09-07,IPREO|43861,Reoffer,Final,Books Closed,,,,01255df7bca3901146209db9e72b8625dc94518c,Orange SA,Corporate,Investment Grade,France,IPREO|242509,969500MCOONR8990S771,Baa1,BBB+,BBB+,EUR,Benchmark,800000000,100000,FR0013359197,7YR,Bond (standard),7.0,2025-09-12 02:00:00.000000,1.0,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+65bps area,MS,65.0,65.0,,ms+55a (+/- 2) WPIR,MS,55.0,55.0,+/- 2 WPIR,MSW + 53 bps,53.0,MSW + 53 bps,53.0,99.35,1.097,Priced,Baa1,BBB+,BBB+,FR,ORAFP,162094,162094.0,investable,TEL00010,29.01.2020 15:34,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00010,6.5574,6.478,6.875,0.0,7.33,nc_good,11.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,6.795476474579327
1251,60d0bb2d40e5ba99834d6136a87fd61a650a5442,2018-09-07 10:15:44.848832,9999-12-31 23:59:59.999999,8fb38a9534ee5266490c4b708c0f576deac26ce8,1,1,2018-09-07,IPREO|43862,Reoffer,Final,Books Closed,,,,01255df7bca3901146209db9e72b8625dc94518c,Orange SA,Corporate,Investment Grade,France,IPREO|242509,969500MCOONR8990S771,Baa1,BBB+,BBB+,EUR,Benchmark,1200000000,100000,FR0013359239,12YR,Bond (standard),12.0,2030-09-12 02:00:00.000000,1.875,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+100bps area,MS,100.0,100.0,,ms+85 the #,MS,85.0,85.0,,MSW + 85 bps,85.0,MSW + 85 bps,85.0,99.501,1.922,Priced,Baa1,BBB+,BBB+,FR,ORAFP,162094,162094.0,investable,TEL00010,29.01.2020 15:34,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00010,6.5574,6.478,6.875,0.0,7.33,nc_good,11.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,10.856801898482631
2857,7465ff0340dcdbaab7305b94669d7ad02999966e,2018-09-10 12:20:25.602771,9999-12-31 23:59:59.999999,223899200a959bd7dfbb24d6fde5e5e1d3ea48f7,1,1,2018-09-10,IPREO|43889,Reoffer,Allocated,Books Closed,Books open for today's business,,,39189c3ef3ce807d0cde5a5f152d9b105a38ecb3,Raiffeisenlandesbank Vorarlberg Waren- und Revisio,Financials,Investment Grade,Austria,IPREO|973257,529900FEID5L4H2T2L70,,,,EUR,,500000000,100000,AT000B066675,RLB VRG CB 7y,Covered Bond,7.0,2025-09-17 02:00:00.000000,0.5,Secured,Secured,,,Austrian,Reg S,Mid Swaps,Mid Swaps,,,,,,,,ms +7bp area,MS,7.0,7.0,,MSW + 4 bps,4.0,MSW + 4 bps,4.0,99.18,,Priced,Aaa,,,AT,RFVORA,1446596,1446596.0,,,,,,,not_covered,SCF1Universe,not_covered,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,6.896384406068525
1414,96acbe128d3e975003de6e175bf0d2f46527b765,2018-09-11 06:53:03.337824,9999-12-31 23:59:59.999999,4eed76def7e17ce946046a805744f23baa3d4ba1,1,1,2018-09-11,IPREO|43891,Reoffer,Final,Books Closed,,,,a1ce5b8d2daa815968fd0e7d277ab2b89b01cc41,Engie S.A.,Corporate,Investment Grade,France,IPREO|211964,LAXUQCHT4FH58LRZDY46,Baa1,BBB+,A-,EUR,,500000000,100000,FR0013365293,€15yr FXD,Bond (standard),15.0,2033-09-19 02:00:00.000000,1.875,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS + 90bps area,MS,90.0,90.0,,ms+75a (+/-3) WPIR,MS,75.0,75.0,+/-3 WPIR,MSW + 72 bps,72.0,MSW + 72 bps,72.0,98.445,1.996,Priced,A2,A-,A,FR,ENGIFP,156070,156070.0,investable,UTL00050,18.07.2022 17:09,ok,RR,Utilities,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,UTL00050,5.893707,5.91755,7.798333,-0.4,7.663333,nc_moderate,6.0,medium,Electric,Utilities,Annually,Fixed (FXD),1,13.213435829011685
2033,9be22c041d40f3b38bc80d241beebdd162d2f501,2018-09-11 06:53:03.337824,9999-12-31 23:59:59.999999,5fe0deed8a4cc0d44261f4c7bbccf6cce795d862,1,1,2018-09-11,IPREO|43890,Reoffer,Final,Books Closed,,,,a1ce5b8d2daa815968fd0e7d277ab2b89b01cc41,Engie S.A.,Corporate,Investment Grade,France,IPREO|211964,LAXUQCHT4FH58LRZDY46,Baa1,BBB+,A-,EUR,,500000000,100000,FR0013365285,€7yr FXD,Bond (standard),7.0,2025-09-19 02:00:00.000000,0.875,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS + 60bps area,MS,60.0,60.0,,ms+45a (+/-3) WPIR,MS,45.0,45.0,+/-3 WPIR,MSW + 42 bps,42.0,MSW + 42 bps,42.0,99.172,0.998,Priced,A2,A-,A,FR,ENGIFP,156070,156070.0,investable,UTL00050,18.07.2022 17:09,ok,RR,Utilities,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,UTL00050,5.893707,5.91755,7.798333,-0.4,7.663333,nc_moderate,6.0,medium,Electric,Utilities,Annually,Fixed (FXD),1,6.820454543675552
2879,6f5934c2692e6546832425164f380018cd7e2ab3,2018-09-12 07:40:59.054682,9999-12-31 23:59:59.999999,4532d9d2ff718c12c94ecb18205f744664dfca14,1,1,2018-09-12,IPREO|43904,Reoffer,Final,Books Open,"Books open, today's business",,,fe74c12f190d5c80bc2cbfb2d3fbea79140f888f,Santander UK PLC,Financials,Investment Grade,Britain,IPREO|219836,PTCQB104N23FMNK2RZ28,,,,EUR,Benchmark,1000000000,100000,XS1880870602,EUR 5yr CB ,Covered Bond,5.0,2023-09-20 02:00:00.000000,0.375,Senior,Sr Unsecured,Secured,,English,Reg S,Mid Swaps,Mid Swaps,,,,,,,,mid-swaps +12bps area,MS,12.0,12.0,,MSW + 10 bps,10.0,MSW + 10 bps,10.0,99.748,0.426,Priced,Aaa,AAA,AAA,GB,SANUK,111035,111035.0,investable,BA00031,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,4.962779415309134
489,fd830d0c1c92101ffc2916839e29021e0e7edabe,2018-09-12 15:13:38.412915,9999-12-31 23:59:59.999999,024e5294d0c48f86594d50af3870718a9f7498fd,1,1,2018-09-12,IPREO|43921,Reoffer,Allocated,Books Open,"Books open, today's business",,,61b9e45b21c44e883f3f55ad34d062a7c50b493f,Iren S.p.A.,Corporate,Investment Grade,Italy,IPREO|238319,8156001EBD33FD474E60,,,BBB,EUR,,500000000,100000,XS1881533563,New Green Iren,Green Bond,7.0,2025-09-19 02:00:00.000000,1.95,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,*** ms+170bps area ***,MS,170.0,170.0,,150/155 WPIR,,150.0,155.0,,MSW + 150 bps,150.0,MSW + 150 bps,150.0,99.129,,Priced,,,BBB,IT,IREIM,866006,866006.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,2.0,low,Electric,Utilities,Annually,Fixed (FXD),1,6.610894902039179
2268,ec6616f1d38e3f2de01f305dbd817bf765f58f75,2018-09-12 06:46:27.894314,9999-12-31 23:59:59.999999,cd101a551c1bea97680deedca04c239957360cb1,1,1,2018-09-12,IPREO|43860,Reoffer,Final,Books Closed,,,,e08a030cbb6bffaa179a63ed1ab18fb8cde8a89c,Muenchener Hypothekenbank eG,Financials,Investment Grade,Germany,IPREO|415622,529900GM944JT8YIRL63,,,,EUR,,250000000,100000,DE000MHB60L4,MUNHYP 7yr SNP,Bond (standard),7.0,2025-09-12 02:00:00.000000,0.875,Senior,Sr Unsecured,,,,Reg S,Mid Swaps,Mid Swaps,,,MS +low 40s bps,MS,40.0,40.0,,,,,,,MSW + 40 bps,40.0,MSW + 40 bps,40.0,99.468,,Priced,A2,,,DE,MUNHYP,227245,227245.0,uninvestable,BA00087,19.10.2021 14:20,covered_ok,AL_RK,Banks,not_covered,SCF1Universe,not_covered,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,6.820454543675552
1662,6c36aac19666bb75653086c15b6af4efcd13dc5c,2018-09-12 16:25:59.673513,9999-12-31 23:59:59.999999,c5d38d41aa00da8cd01dde6350d912b0c1a74b6b,1,1,2018-09-12,IPREO|43922,Reoffer,Final,Books Closed,"Books open, today's business",,,70fd61bd7ca727e96fa02beb960be9c40284cab1,"Saint-Gobain, Compagnie de",Corporate,Investment Grade,France,IPREO|321674,NFONVGN05Z0FMN5PEC35,Baa1,BBB,,EUR,,500000000,100000,XS1881574591,5YR,Bond (standard),5.0,2023-09-21 02:00:00.000000,0.875,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+75bps area,MS,75.0,75.0,,ms+60 +/- 3bps (WPIR) ,MS,60.0,60.0,+/- 3bps WPIR ,MSW + 57 bps,57.0,MSW + 57 bps,57.0,99.971,0.881,Priced,Baa2,BBB,,FR,SGOFP,115304,115304.0,investable,IND00060,21.01.2020 18:07,ok,RR,Building Materials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,IND00060,7.73476,7.63095,8.15,0.0,7.996666,c_strong,9.0,high,Building Materials,Industrial,Annually,Fixed (FXD),1,4.914008126740873
2782,9f8a9a232a9da2aac7fbf78657482d31292e9454,2018-09-12 08:44:51.160190,9999-12-31 23:59:59.999999,999733aabdf46ae50bf1bba713b796efcd70c84c,1,1,2018-09-12,IPREO|43906,Reoffer,Final,Books Open,,,,49b1b840f9c593472fde2924ca14f88ed197a140,Santander Bank Polska S.A.,Financials,Investment Grade,Poland,IPREO|212160,259400LGXW3K0GDAG361,Baa1,BBB+,NR,EUR,Benchmark,500000000,100000,XS1849525057,EUR 3yr FXD ,Bond (standard),3.0,2021-09-20 02:00:00.000000,0.75,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,,,,,,Mid Swap + 85-90bps,MS,85.0,90.0,,MSW + 77 bps,77.0,MSW + 77 bps,77.0,99.926,,Priced,Baa1,BBB+,NR,PL,BZWPW,905500,905500.0,investable,,,,,,,,,,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,2.9777229094446733
1058,cf7c49dbba35a4e8cdcc05995b5d05b157960b86,2018-09-12 14:34:17.694622,9999-12-31 23:59:59.999999,d708788676ae91d3ff080963c5cc43f10fbdb770,1,1,2018-09-12,IPREO|43910,Reoffer,Final,Books Closed,"Books open, today’s business",,,e0650e7fb590080291e8047a6a6cb051eb1f3bec,Snam S.p.A.,Financials,Investment Grade,Italy,IPREO|245802,8156002278562044AF79,Baa2,BBB+,BBB+,EUR,500,600000000,100000,XS1881004730,EUR 5yr FXD,Bond (standard),5.0,2023-09-18 02:00:00.000000,1.0,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,110 area,,110.0,110.0,,MS+85/90,MS,85.0,90.0,,MSW + 83 bps,83.0,MSW + 83 bps,83.0,99.285,1.148,Priced,Baa1,BBB+,BBB+,IT,SRGIM,7262858,7262858.0,investable,UTL00092,18.07.2022 17:09,ok,BM,Utilities,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,UTL00092,6.33,6.31755,5.998333,0.1,6.33,P_moderate,3.0,low,Gas,Utilities,Annually,Fixed (FXD),1,4.901965551718372
