,level_0,Security_Hash_Key,Effective_From_Date,Effective_To_Date,Hash_Diff_Effectivity,Is_Current,Is_Valid,dealDate,trancheBusinessKey,Pricing_currentLevel_type,bookState,hedgeBookState,timing,bookCloseLDN,bookCloseCET,Issuer_Hash_Key,name,issuerType,bondRatingType,countryName,issuerBusinessKey,lei,Moodys_Rating,SP_Rating,Fitch_Rating,currencyCode,expectedSize,actualSize,minimumDenomination,securities_isin,securityName,securityType,maturityTerm,maturityDate,coupon,seniority_name_1,seniority_name_1_adj,seniority_name_2,esgType,legalGoverningLaw_name_1,registrationType,referenceType,referenceName,index,referenceIsin,ipt,ipt_reference,ipt_price_down,ipt_price_up,ipt_equivalent,guidance,guidance_reference,guidance_price_down,guidance_price_up,guidance_equivalent,launch,launchValue,reoffer,reofferValue,reofferPrice,yieldToMaturity,status,moodys,sp,fitch,COUNTRY_ISO_CODE,ticker,ID_BB_Company,Ultimate_Obligor_ID,AFI_Commentary,AFI_Identifier_Obligor,Update_Date_Obligor,Coverage_Status_Obligor,Covered_By_Obligor,AGI_Financial_Obligor,Coverage_Status_Final_Company,Coverage_Status_Final_Company_Source,Coverage_Status_Final_Obligor,Coverage_Status_Final_Obligor_Source,finScore_upload_date,finScore_AFIIdentifier,Overall_Score,Financial_Score,Business_Score,Event_Score,Country_Ceiling,Risk_Cluster,ESG_Score,ECB_Demand,Industry_Group,Industry_Sector,frequency,paymentType,coupon_frequency,duration
441,943,a125a830ee5b962f98dc4de982541d5fe1a3fea3,2019-09-05 16:02:57.314247,9999-12-31 23:59:59.999999,55173b17131a0a6fba6a4c2b6362fed90e596fe3,1,1,2019-09-05,IPREO|46476,Reoffer,Final,Books Closed,"Books open, today’s business",,,e0650e7fb590080291e8047a6a6cb051eb1f3bec,Snam S.p.A.,Corporate,Investment Grade,Italy,IPREO|245802,8156002278562044AF79,Baa2,BBB+,BBB+,EUR,,500000000,100000,XS2051660335,SNAM SPA EUR 4.7 YEAR,Bond (standard),4.7,2024-05-12 02:00:00.000000,0.0,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+70-75bps,MS,70.0,75.0,,MS+55 area,MS,55.0,55.0,,MSW + 55 bps,55.0,MSW + 55 bps,55.0,99.679,0.069,Priced,Baa2,BBB+,BBB+,IT,SRGIM,7262858,7262858.0,investable,UTL00092,18.07.2022 17:09,ok,BM,Utilities,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,UTL00092,6.33,6.31755,5.998333,0.1,6.33,P_moderate,3.0,low,Gas,Utilities,Annually,Fixed (FXD),1,4.0
442,944,88965c8230e8647aa7ac01fded52b05e4a4d29ee,2019-09-05 15:37:53.033538,9999-12-31 23:59:59.999999,35c73c6c6dd5e39bba8fd654bed60db8530ac2ae,1,1,2019-09-05,IPREO|46473,Reoffer,Final,Books Closed,,,,2cd25e8a805c4e146f2af66d05f64fd086e8aa72,FCA Bank S.p.A.,Financials,Investment Grade,Italy,IPREO|1598579,549300V1VN70Q7PQ7234,Baa1,BBB,BBB+,EUR,,850000000,100000,XS2051914963,EUR 5year ,Bond (standard),5.0,2024-09-13 02:00:00.000000,0.5,Senior,Sr Unsecured,,,English,Reg S,Mid Swaps,Mid Swaps,,,ms+125,MS,125.0,125.0,,MS+105 bp area,MS,105.0,105.0,,MSW + 98 bps,98.0,MSW + 98 bps,98.0,99.966,,Priced,Baa1,BBB,,IT,FCACCH,14889983,14889983.0,investable,,,,,,,,,,,,,,,,,,,,Diversified Finan Serv,Financial,Annually,Fixed (FXD),1,4.950495659739363
443,945,608915a09fffba162bc31a830c2222eb16ae8f1c,2019-09-05 07:01:11.727625,9999-12-31 23:59:59.999999,14be5210d415fa766aa0c1009feccccf3197d180,1,1,2019-09-05,IPREO|46439,Reoffer,Final,Books Closed,,,,0c9f70524f4637a2eec0efd21bf9a6da9d46d8bf,"AT&T, Inc",Corporate,Investment Grade,United States,IPREO|207037,549300Z40J86GGSTL398,Baa2,BBB,BBB+,EUR,,1000000000,100000,XS2051361264,6.5YR,Bond (standard),6.5,2026-03-04 01:00:00.000000,0.25,Senior,Sr Unsecured,,,New York State,SEC Registered,Mid Swaps,Mid Swaps,,,MS+90-95,MS,90.0,95.0,,MS+75-80,MS,75.0,80.0,,MSW + 75 bps,75.0,MSW + 75 bps,75.0,99.686,,Priced,Baa2,BBB,A-,US,T,101376,101376.0,investable,TEL00022,18.10.2019 16:03,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00022,6.04032,6.34415,5.825,-0.2,6.995,nc_moderate,,,Telecommunications,Communications,Annually,Fixed (FXD),1,5.962717661151446
444,948,1fb4ad2a4c1bd43797ceab9551640d124ac2fb3b,2019-09-05 07:01:11.727625,9999-12-31 23:59:59.999999,8d51df498192289eaecba18723c9ecdc37a92500,1,1,2019-09-05,IPREO|46441,Reoffer,Final,Books Closed,,,,0c9f70524f4637a2eec0efd21bf9a6da9d46d8bf,"AT&T, Inc",Corporate,Investment Grade,United States,IPREO|207037,549300Z40J86GGSTL398,Baa2,BBB,BBB+,EUR,,750000000,100000,XS2051362312,20YR,Bond (standard),20.0,2039-09-14 01:00:00.000000,1.8,Senior,Sr Unsecured,,,New York State,SEC Registered,Mid Swaps,Mid Swaps,,,MS+200 area ,MS,200.0,200.0,,MS+175-180,MS,175.0,180.0,,MSW + 175 bps,175.0,MSW + 175 bps,175.0,99.335,,Priced,Baa2,BBB,A-,US,T,101376,101376.0,investable,TEL00022,18.10.2019 16:03,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00022,6.04032,6.34415,5.825,-0.2,6.995,nc_moderate,,,Telecommunications,Communications,Annually,Fixed (FXD),1,16.97155237151323
445,950,eaf4c126f817f2b69d08070d183030b56dd7f3c7,2019-09-05 14:48:09.948816,9999-12-31 23:59:59.999999,1cc8bcb211bad49d39ae51e864caeb09f4512f14,1,1,2019-09-05,IPREO|46478,Reoffer,Final,Books Closed,Books go subject at 1245 LDN / 1345 CET,12:45:00.0000000,13:45:00.0000000,89a8eb16ca3c491c383b62a95688ed3fa0d8dbb9,British Telecommunications PLC,Corporate,Investment Grade,Britain,IPREO|372208,549300OWFMSO9NYV4H90,Baa2,BBB,BBB,EUR,Benchmark              ,650000000,100000,XS2051494222,6yr,Bond (standard),6.0,2025-09-12 02:00:00.000000,0.5,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,ms + 115bps area ,MS,115.0,115.0,,MS+95-100 (WPIR),MS,95.0,100.0,WPIR,MSW + 95 bps,95.0,MSW + 95 bps,95.0,99.764,,Priced,Baa2,BBB,BBB,GB,BRITEL,1136876,1136876.0,investable,,,,,,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00004,6.019547,6.25235,5.588333,-0.1,7.33,nc_moderate,,,Telecommunications,Communications,Annually,Fixed (FXD),1,5.925866328098868
446,952,607adc60e3eb4ada27f479de533a7ce92a162aca,2019-09-05 07:01:11.727625,9999-12-31 23:59:59.999999,23aabf1773c2e295a142b58013c7d9c71a75cb48,1,1,2019-09-05,IPREO|46440,Reoffer,Final,Books Closed,,,,0c9f70524f4637a2eec0efd21bf9a6da9d46d8bf,"AT&T, Inc",Corporate,Investment Grade,United States,IPREO|207037,549300Z40J86GGSTL398,Baa2,BBB,BBB+,EUR,,1250000000,100000,XS2051362072,10.5YR,Bond (standard),10.5,2030-03-04 01:00:00.000000,0.8,Senior,Sr Unsecured,,,New York State,SEC Registered,Mid Swaps,Mid Swaps,,,MS+120-125,MS,120.0,125.0,,MS+105-110,MS,105.0,110.0,,MSW + 105 bps,105.0,MSW + 105 bps,105.0,99.771,,Priced,Baa2,BBB,A-,US,T,101376,101376.0,investable,TEL00022,18.10.2019 16:03,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00022,6.04032,6.34415,5.825,-0.2,6.995,nc_moderate,,,Telecommunications,Communications,Annually,Fixed (FXD),1,9.650311734810003
447,956,9f53a1c5400fdbadd3f848b7915646662c771f45,2019-09-09 17:40:31.792453,9999-12-31 23:59:59.999999,891008a10177af6e1bd4555a0c5021edaf13d78d,1,1,2019-09-09,IPREO|46509,Reoffer,Final,Books Closed,,,,94d6a5622cede06f9a1d5773342d035096f3791a,Dassault Systemes S.A.,Corporate,Investment Grade,France,IPREO|239690,96950065LBWY0APQIM86,NR,A-,NR,EUR,,900000000,100000,FR0013444544,7Y (Sept 2026),Bond (standard),7.0,2026-09-16 02:00:00.000000,0.125,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+80 area,MS,80.0,80.0,,MS+55-60 ,MS,55.0,60.0,,MSW + 55 bps,55.0,MSW + 55 bps,55.0,99.528,0.193,Priced,NR,A-,NR,FR,DSYFP,186659,186659.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,13.0,high,Software,Technology,Annually,Fixed (FXD),1,6.9738372545200775
448,957,bcabe11c2f962be65016df8bf64048ab26a2d17b,2019-09-09 17:40:31.792453,9999-12-31 23:59:59.999999,81af9944f779407f66e2186223dde38f430908d1,1,1,2019-09-09,IPREO|46508,Reoffer,Final,Books Closed,,,,94d6a5622cede06f9a1d5773342d035096f3791a,Dassault Systemes S.A.,Corporate,Investment Grade,France,IPREO|239690,96950065LBWY0APQIM86,NR,A-,NR,EUR,,700000000,100000,FR0013444536,5Y  (Sept 2024),Bond (standard),5.0,2024-09-16 02:00:00.000000,0.0,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+70area,MS,70.0,70.0,,MS+50-55,MS,50.0,55.0,,MSW + 48 bps,48.0,MSW + 48 bps,48.0,99.93,0.014,Priced,NR,A-,NR,FR,DSYFP,186659,186659.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,13.0,high,Software,Technology,Annually,Fixed (FXD),1,5.0
449,958,7e1e753ba15f548cde75e6beff1687d0c373279c,2019-09-09 12:59:50.433261,9999-12-31 23:59:59.999999,61c1547f86ca43cad1f43468b44b6a78500c8390,1,1,2019-09-09,IPREO|46503,Reoffer,Final,Books Closed,,,,37c1b7c1adc6c539ae4eabd656eecd53fef68559,Commerzbank Aktiengesellschaft,Financials,Investment Grade,Germany,IPREO|19189,851WYGNLUQLFZBSYGB56,Aaa,,,EUR,,500000000,100000,DE000CZ45VB7,CMZB 5y SNP,Bond (standard),5.0,2024-09-16 02:00:00.000000,0.25,Senior Non-Preferred,Sr Non Preferred,,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+90bp area,MS,90.0,90.0,,MS+ 80-85 bp area WPIR,MS,80.0,85.0,,MSW + 80 bps,80.0,MSW + 80 bps,80.0,99.653,0.32,Priced,Baa2,BBB,BBB+,DE,CMZB,115684,115684.0,investable,BA00072,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,4.975124455304326
450,962,960c75cbda05f1f654fa1867b6cb76ee4ac464d5,2019-09-09 16:06:00.007067,9999-12-31 23:59:59.999999,c092b76e28c26fbc22f71f613229a8404131bea6,1,1,2019-09-09,IPREO|46506,Reoffer,Final,Books Closed,,,,701776caa0709d2838b6a220d4520f5faafd875f,"My Money Bank, SA",Financials,Investment Grade,France,IPREO|2356432,969500901GY8ZCBR6Y85,,,,EUR,,500000000,100000,FR0013447075,10 yrs,Covered Bond,10.0,2029-09-17 02:00:00.000000,0.05,Senior,Sr Unsecured,,,French,Reg S,Mid Swaps,Mid Swaps,,,,,,,,MS+30bp area,MS,30.0,30.0,,MSW + 27 bps,27.0,MSW + 27 bps,27.0,99.404,0.11,Priced,,AAA,,FR,MMBSCF,62265792,62265792.0,,,,,,,,,,,,,,,,,,,,,Diversified Finan Serv,Financial,Annually,Fixed (FXD),1,9.977541188205343
451,963,7e78ab4e51494348344621f9111d078dcbf99b92,2019-09-09 13:23:01.814682,9999-12-31 23:59:59.999999,b6d65bf561d5b6999f728d554fae15554b0f2f2f,1,1,2019-09-09,IPREO|46502,Reoffer,Final,Books Closed,,,,61efbe0d196c0c40c66e603054353d353c377aeb,Landesbank Baden-Württemberg AG,Financials,Investment Grade,Germany,IPREO|285772,B81CK4ESI35472RHJ606,,,,EUR,,650000000,1000,DE000LB2CMY0,LBBW 9y EUR Covered,Covered Bond,9.0,2028-09-18 02:00:00.000000,0.01,Senior,Sr Unsecured,Secured,,German,Reg S,Mid Swaps,Mid Swaps,,,,,,,,MS +5bps area,MS,5.0,5.0,,MSW + 1 bps,1.0,MSW + 1 bps,1.0,102.075,,Priced,Aa3,,A-,DE,LBBW,186894,186894.0,investable,BA00084,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,8.99640119967008
452,964,8d83611e8cfd023d28d0d5f6b8e6b1d27fe9e7d5,2019-09-09 13:47:45.759716,9999-12-31 23:59:59.999999,f00a5b7e67d4e10f9985a266cdb98dd0f0146a29,1,1,2019-09-09,IPREO|46512,Reoffer,Final,Books Closed,,,,bf3cee31f79600dccda9bd3144653c8e87561b91,Coca-Cola European Partners PLC,Corporate,Investment Grade,Britain,IPREO|1564003,549300LTH67W4GWMRF57,A3,BBB+,,EUR,,500000000,100000,XS2051655095,CCEP EUR 12y,Bond (standard),12.0,2031-09-12 02:00:00.000000,0.7,Senior,Sr Unsecured,Unsecured,,New York State,Reg S,Mid Swaps,Mid Swaps,,,ms+100-105bps,MS,100.0,105.0,,ms+80 area (+/-2),MS,80.0,80.0,+/-2,MSW + 78 bps,78.0,MSW + 78 bps,78.0,99.565,,Priced,A3,BBB+,,GB,CCEP,46872013,46872013.0,investable,CG00012,21.04.2021 11:05,ok,KS,"Food, Beverage & Tobacco",not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,12.0,high,Beverages,"Consumer, Non-cyclical",Annually,Fixed (FXD),1,11.551677734865072
453,965,a068046bdc90b3fa75ef88851bcd5d38df13b28a,2019-09-10 15:20:09.706813,9999-12-31 23:59:59.999999,42645e8d7fcaf981bb62432feb72826ba52af0d9,1,1,2019-09-10,IPREO|46534,Reoffer,Final,Books Open,,,,0a63dd3bff859a4887b3c5533b0067385af1b167,EDP Finance BV,Corporate,Investment Grade,Netherlands,IPREO|396337,5299007L43AQDFOW5739,Baa3,BBB,BBB,EUR,,600000000,100000,XS2053052895,EUR 7y FIX ,Bond (standard),7.0,2026-09-16 02:00:00.000000,0.375,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+100-105bps,MS,100.0,105.0,,MS+80bps area (+/-3bps) WPIR,MS,80.0,80.0,+/-3bps WPIR,MSW + 77 bps,77.0,MSW + 77 bps,77.0,99.635,,Priced,Baa3,BBB-,BBB-,NL,EDPPL,898461,898461.0,investable,,,,,,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,UTL00127,5.97144,5.8118,7.11,-0.1,6.33,p_moderate,7.0,medium,Electric,Utilities,Annually,Fixed (FXD),1,6.922030904962315
454,968,b0a033d793e29a5b1cd7d7c7a8b9883fff23cf0c,2019-09-11 07:24:59.061179,9999-12-31 23:59:59.999999,8112a09f2d9cd7eab42b796eeb892fbf26900e86,1,1,2019-09-11,IPREO|46535,Reoffer,Final,Books Closed,,,,603a6e5d58840b52ba27a82687080e4e75c6ebf5,Covivio S.A.,Corporate,Investment Grade,France,IPREO|235540,969500P8M3W2XX376054,,BBB+,,EUR,,500000000,100000,FR0013447232,12Y Green bond (September 2031),Bond (standard),12.0,2031-09-17 02:00:00.000000,1.125,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+135bps area,MS,135.0,135.0,,MS+120-125 WPIR,MS,120.0,125.0,,MSW + 120 bps,120.0,MSW + 120 bps,120.0,99.554,1.165,Priced,NR,BBB+,NR,FR,COVFP,157483,157483.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,13.0,high,REITS,Financial,Annually,Fixed (FXD),1,11.29231832068455
455,971,8b1dfdfa4130be4aa756e35d199b727b18285d79,2019-09-16 13:58:25.454620,9999-12-31 23:59:59.999999,0ab8855e555e10804198ae2829e008a9c78f427a,1,1,2019-09-16,IPREO|46587,Reoffer,Final,Books Closed,,,,046e28d6c91ed96e29d17d70dc4e4f5e6297684f,"ASB Finance, LTD (NZ)",Financials,Investment Grade,New Zealand,IPREO|882265,549300A8V0FZJN79NH08,A1,AA-,AA-,EUR,,500000000,100000,XS2055104785,ASB 10y EUR,Bond (standard),10.0,2029-09-24 02:00:00.000000,0.5,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+75a,MS,75.0,75.0,,ms+65 Area,MS,65.0,65.0,,MSW + 65 bps,65.0,MSW + 65 bps,65.0,98.965,0.607,Priced,A1,AA-,AA-,NZ,ASBBNK,197501,233060.0,investable,BA00133,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,9.779063920090175
456,972,f9cd223a7d609f5585bc66cd8eca9301c7bbd3a5,2019-09-16 15:43:26.864838,9999-12-31 23:59:59.999999,7d8236e697442baab5de40d9a3d7a63bfccead04,1,1,2019-09-16,IPREO|46579,Reoffer,Final,Books Closed,,,,650a3e7641b5c1b59ecc620b30706b58075bc1e4,Banco de Sabadell S.A.,Financials,Investment Grade,Spain,IPREO|466531,SI5RG2M0WQQLZCXKRM20,Baa3,BBB,BBB-,EUR,,500000000,100000,XS2055190172,Banco Sabadell snp 5.5YR,Bond (standard),5.5,2025-03-27 01:00:00.000000,1.125,Senior Non-Preferred,Sr Non Preferred,,,Spanish,Reg S,Mid Swaps,Mid Swaps,,,MS+185bp area,MS,185.0,185.0,,ms+160-165,MS,160.0,165.0,,MSW + 155 bps,155.0,MSW + 155 bps,155.0,99.515,1.217,Priced,,BBB-,BBB,ES,SABSM,233612,233612.0,investable,BA00165,19.10.2021 14:20,covered_ok,AL_RK,Banks,not_covered,SCF1Universe,not_covered,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,4.889982298129838
457,974,e8a26a22de429e98bf639d59861d8db20a4ba86b,2019-09-17 15:22:50.491882,9999-12-31 23:59:59.999999,43b8946b47cb1aadf937aba80c146f2bad46d3fd,1,1,2019-09-17,IPREO|46606,Reoffer,Final,Books Closed,,,,f7616c276e533f031949f62a94b13bf3be81916e,"CaixaBank, S.A.",Financials,Investment Grade,Spain,IPREO|286891,7CUNS533WID6K7DGFI87,Baa1,A-,BBB+,EUR,,1000000000,100000,XS2055758804,5yr Sustainable SNP,Bond (standard),5.0,2024-10-01 02:00:00.000000,0.625,Senior,Sr Unsecured,,,Spanish,Reg S,Mid Swaps,Mid Swaps,,,MS+135a,MS,135.0,135.0,,MS+115a,MS,115.0,115.0,,MSW + 113 bps,113.0,MSW + 113 bps,113.0,99.314,,Priced,Baa3,BBB,BBB+,ES,CABKSM,13281086,13281086.0,investable,BA00169,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,4.9382727897333485
458,975,9190720b26ecdb38136b2336caccb929f187c483,2019-09-17 15:04:02.998208,9999-12-31 23:59:59.999999,1ea64389e3ecccbae49e5d82e371f2a231cc4a4c,1,1,2019-09-17,IPREO|46620,Reoffer,Final,Books Closed,,,,9028d14c70b0cd50e08917528c009f1b040ea6a3,Raiffeisen Bank International AG,Financials,Investment Grade,Austria,IPREO|268750,9ZHRYM6F437SQJ6OUG95,A2,,,EUR,,750000000,100000,XS2055627538,7yr SP Green,Bond (standard),7.0,2026-09-25 02:00:00.000000,0.375,Senior Preferred,Sr preferred,,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+95 bps area,MS,95.0,95.0,,80a,,80.0,80.0,,MSW + 75 bps,75.0,MSW + 75 bps,75.0,99.299,0.477,Priced,A3,,,AT,RBIAV,9579320,9579320.0,investable,BA00013,17.03.2022 14:18,black,AL_RK,Banks,covered_black,SCF1Universe,covered_black,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,6.922030904962315
459,977,ae9ccdaa5d4ae6fe38b8d17cb293fcc008fddbb3,2019-09-17 15:19:44.428113,9999-12-31 23:59:59.999999,cbb72145ffac4f8d2a0cbd6ac6f2ee1c1ebee743,1,1,2019-09-17,IPREO|46614,Reoffer,Final,Books Closed,,,,cc19071a41523b1f2bf41e184f7c3ad0b08b913d,BMW Finance NV,Corporate,Investment Grade,Netherlands,IPREO|206722,5299006ZHG3IXU0PNJ56,,,,EUR,,750000000,1000,XS2055728054,BMW AG 8YR (EIGHT) EUR BENCHMARK,Bond (standard),8.0,2027-09-24 02:00:00.000000,0.375,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+90/95 bps,MS,90.0,95.0,,MS+70/75 bps,MS,70.0,75.0,,MSW + 68 bps,68.0,MSW + 68 bps,68.0,99.131,,Priced,A1,A+,,NL,BMW,197741,115682.0,investable,CG00069,2020-12-14 09:26:52.033,ok,RR,Automobile,covered_ok,GSUniverse,,,24.05.2023 06:08,CG00069,7.78856,8.0482,7.75,-0.2,9.3,c_strong,13.0,high,Auto Manufacturers,"Consumer, Cyclical",Annually,Fixed (FXD),1,7.896170266463079
460,978,64a5e27f4dcf6c52292b1b0db1b29c9c22ea4532,2019-09-17 15:06:01.868596,9999-12-31 23:59:59.999999,7ab47560736e025867aebb91789c93db2f6292af,1,1,2019-09-17,IPREO|46610,Reoffer,Final,Books Closed,,,,fc1f5f2a58874c2a0251d0b9a00c1d03cbeb2f97,Societe Generale S.A.,Financials,Investment Grade,France,IPREO|342448,O2RNE8IBXP4R0TD8PU41,A1,A,A-,EUR,Benchmark,750000000,100000,FR0013448859,10YR SNP,Bond (standard),10.0,2029-09-24 02:00:00.000000,0.875,Senior Non-Preferred,Sr Non Preferred,,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+110bps area,MS,110.0,110.0,,,,,,,MSW + 95 bps,95.0,MSW + 95 bps,95.0,100.0,0.875,Priced,Baa2,BBB+,A,FR,SOCGEN,115510,115510.0,investable,BA00067,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,9.618558594141318
461,979,1d5c2e129e1fec22cb3c930250c36d3755f5cbd4,2019-09-17 12:58:51.357110,9999-12-31 23:59:59.999999,3ceabf49c16a017e08f9de35a1d7c2644a141bdd,1,1,2019-09-17,IPREO|46608,Reoffer,Final,Books Closed,Books open for today's business,,,742671f877f5eaf62d70ff7862d0c6c860809a55,Virgin Money PLC,Financials,Investment Grade,Britain,IPREO|241210,213800NISCV8CQI6LW27,Baa3,,,EUR,BMK,600000000,100000,XS2049803575,VIRGMN EUR Covered,Covered Bond,7.0,2026-09-22 02:00:00.000000,0.01,Secured,Secured,,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+35bps area,MS,35.0,35.0,,,,,,,MSW + 30 bps,30.0,MSW + 30 bps,30.0,99.895,,Priced,Aaa,,AAA,GB,VIRGMN,17673594,17673594.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,6.997900559874025
462,980,29ca3747dc25dd3958f5efc3b4521baa8705bc4a,2019-09-18 13:11:48.018718,9999-12-31 23:59:59.999999,873004962a10d7f3a183176f7cda2743882ba625,1,1,2019-09-18,IPREO|46630,Reoffer,Final,Books Closed,,,,067fb0d8a752e18fdee5b0cdd655afd9d714f60f,Nordic Investment Bank- FI,Financials,Investment Grade,Finland,IPREO|12775,213800HYL1S7VAXG6Z48,Aaa,AAA,,EUR,,500000000,1000,XS2055786763,NIB 7YR EUR GREEN (NORDIC INVESTMENT BANK),Green Bond,7.0,2026-09-25 02:00:00.000000,0.0,Senior,Sr Unsecured,Unsecured,,English,Reg S,Mid Swaps,Mid Swaps,,,ms-12 area,MS,-12.0,-12.0,,MS -12 bps area ,MS,-12.0,-12.0,,MSW - 14 bps,-14.0,MSW - 14 bps,-14.0,102.997,,Priced,Aaa,AAA,NR,FI,NIB,135242,135242.0,investable,,,,,,covered_ok,AgcsupUniverse,covered_ok,AgcsupUniverse,,,,,,,,,,,Multi-National,Government,Annually,Fixed (FXD),1,7.0
463,981,1b84c1323bf9a61dfeb4bf6d1ff1e97206f206a5,2019-09-18 14:05:10.890610,9999-12-31 23:59:59.999999,ef09765529fa4d3f0493ef79fa2189828f00f4fd,1,1,2019-09-18,IPREO|46633,Reoffer,Final,Books Closed,"Books open, today's business",,,d940d68a9dd556e316ca7d5bd78e4770c7a68fb8,Skipton Building Society,Financials,Investment Grade,Britain,IPREO|383113,66AGRETLUXS4YO5MUH35,A3,,,EUR,,500000000,100000,XS2056376135,Skipton BS 5y EUR covered ,Bond (standard),5.0,2024-09-22 02:00:00.000000,0.01,Secured,Secured,,,,Reg S,Mid Swaps,Mid Swaps,,,,,,,,MS+28bps area,MS,28.0,28.0,,MSW + 26 bps,26.0,MSW + 26 bps,26.0,100.666,,Priced,Aaa,,AAA,GB,SKIPTN,186815,186815.0,,,,,,,,,,,,,,,,,,,,,Savings&Loans,Financial,Annually,Fixed (FXD),1,4.999000199965006
464,982,6b81644aa42610a2519134ecd412e86fdd048677,2019-09-18 16:21:51.508661,9999-12-31 23:59:59.999999,cd209f200bce6f0e1d9264835a079dd509f75fc5,1,1,2019-09-18,IPREO|46637,Reoffer,Final,Books Closed,,,,29e8c9b09f7373d15f7644a125e22cc81d63cc2c,"Kutxabank, S.A.",Financials,Investment Grade,Spain,IPREO|218907,549300U4LIZV0REEQQ46,A3,BBB+,A,EUR,,500000000,100000,ES0343307015,Kutxabank EUR 5yr SNP inaugural (Sept 2024),Bond (standard),5.0,2024-09-25 02:00:00.000000,0.6,Senior Non-Preferred,Sr Non Preferred,,,Spanish,Reg S,Mid Swaps,Mid Swaps,,,MS+ 125/130bps area,MS,125.0,130.0,,,,,,,MSW + 100 bps,100.0,MSW + 100 bps,100.0,99.421,0.618,Priced,Baa3,BBB-,BBB+,ES,KUTXAB,28764066,28764066.0,investable,BA00171,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,4.9407125119283695
